Time, CellIndex, CellVscanning, CellVCutoffHigh, CellVmax, CellVmin, CellVCutoffLow, BalanceDelta, BalanceDeltaFromMinMax, HighestPackTemp, ISAcurrent, mtd1_output, ISAwattHours, ISAampSeconds, ISAampSecondsHB, ISAcAh,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
Secs,nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu
712.8,   12,   3756,   4200,   3759,   3729,   3209,   38,   30,   29,   20705,   1044,   739,   24478,   0,   679
712.9,   13,   3747,   4200,   3759,   3729,   3210,   38,   30,   29,   20707,   1044,   740,   24480,   0,   679
713,   13,   3747,   4200,   3759,   3729,   3210,   38,   30,   29,   20725,   1044,   740,   24482,   0,   679
713.1,   14,   3752,   4200,   3759,   3729,   3210,   38,   30,   29,   20690,   1044,   740,   24484,   0,   679
713.2,   15,   3734,   4200,   3759,   3729,   3210,   38,   30,   30,   20698,   1044,   740,   24487,   0,   679
713.3,   16,   3753,   4200,   3759,   3729,   3210,   38,   30,   29,   20707,   1044,   740,   24488,   0,   679
713.4,   17,   3739,   4200,   3759,   3729,   3210,   38,   30,   30,   20710,   1044,   740,   24490,   0,   679
713.5,   18,   3734,   4200,   3759,   3729,   3210,   37,   30,   29,   20721,   1044,   740,   24493,   0,   679
713.6,   18,   3734,   4200,   3759,   3729,   3210,   37,   30,   29,   20709,   1044,   740,   24494,   0,   679
713.7,   19,   3737,   4200,   3759,   3729,   3210,   38,   30,   29,   20734,   1044,   740,   24497,   0,   679
713.8,   20,   3732,   4200,   3759,   3729,   3210,   38,   30,   29,   20707,   1044,   740,   24499,   0,   679
713.9,   21,   3728,   4200,   3759,   3729,   3209,   37,   30,   29,   20724,   1044,   740,   24500,   0,   680
714,   22,   3734,   4200,   3759,   3729,   3209,   37,   30,   30,   20720,   1044,   740,   24503,   0,   680
714.1,   22,   3734,   4200,   3759,   3729,   3209,   37,   30,   30,   20739,   1044,   740,   24505,   0,   680
714.2,   23,   3724,   4200,   3759,   3729,   3209,   37,   30,   30,   20723,   1044,   740,   24507,   0,   680
714.3,   24,   3728,   4200,   3759,   3729,   3209,   38,   30,   30,   20712,   1044,   740,   24509,   0,   680
714.4,   25,   3722,   4200,   3759,   3729,   3209,   38,   30,   29,   20718,   1044,   740,   24512,   0,   680
714.5,   26,   3736,   4200,   3759,   3729,   3209,   37,   30,   29,   20724,   1044,   740,   24513,   0,   680
714.6,   27,   3719,   4200,   3759,   3729,   3209,   38,   30,   29,   20724,   1044,   741,   24515,   0,   680
714.7,   0,   3727,   4200,   3759,   3729,   3209,   37,   30,   29,   20712,   1044,   741,   24518,   0,   680
714.8,   0,   3727,   4200,   3759,   3729,   3209,   37,   30,   30,   20734,   1044,   741,   24519,   0,   680
714.9,   1,   3731,   4200,   3759,   3729,   3209,   37,   30,   30,   20717,   1044,   741,   24522,   0,   680
715,   2,   3737,   4200,   3759,   3729,   3209,   37,   30,   30,   20710,   1044,   741,   24524,   0,   680
715.1,   3,   3732,   4200,   3759,   3729,   3209,   37,   30,   30,   20724,   1044,   741,   24525,   0,   680
715.2,   4,   3735,   4200,   3759,   3729,   3209,   38,   30,   29,   20714,   1044,   741,   24528,   0,   680
715.3,   5,   3733,   4200,   3759,   3729,   3209,   37,   30,   29,   20727,   1044,   741,   24530,   0,   680
715.4,   5,   3733,   4200,   3759,   3729,   3209,   37,   30,   29,   20695,   1044,   741,   24532,   0,   680
715.5,   6,   3731,   4200,   3759,   3729,   3209,   37,   30,   29,   20723,   1044,   741,   24534,   0,   680
715.6,   7,   3718,   4200,   3759,   3729,   3209,   37,   30,   29,   20728,   1044,   741,   24536,   0,   680
715.7,   8,   3724,   4200,   3759,   3729,   3209,   37,   30,   29,   20715,   1044,   741,   24538,   0,   680
715.8,   9,   3732,   4200,   3759,   3729,   3209,   37,   30,   29,   20734,   1044,   741,   24540,   0,   680
715.9,   10,   3726,   4200,   3759,   3729,   3209,   38,   30,   29,   20739,   1044,   741,   24543,   0,   680
716,   10,   3726,   4200,   3759,   3729,   3209,   38,   30,   29,   20733,   1044,   741,   24545,   0,   680
716.1,   11,   3731,   4200,   3759,   3729,   3209,   38,   30,   29,   20720,   1044,   741,   24546,   0,   680
716.2,   12,   3755,   4200,   3759,   3729,   3209,   38,   30,   29,   20746,   1044,   742,   24549,   0,   680
716.3,   13,   3747,   4200,   3759,   3729,   3209,   37,   30,   29,   20730,   1044,   742,   24551,   0,   680
716.4,   14,   3751,   4200,   3759,   3729,   3209,   38,   30,   30,   20737,   1044,   742,   24553,   0,   680
716.5,   15,   3734,   4200,   3759,   3729,   3209,   37,   30,   29,   20720,   1044,   742,   24555,   0,   680
716.6,   15,   3734,   4200,   3759,   3729,   3209,   37,   30,   29,   20739,   1044,   742,   24558,   0,   680
716.7,   16,   3752,   4200,   3759,   3729,   3209,   37,   30,   29,   20717,   1044,   742,   24559,   0,   680
716.8,   17,   3738,   4200,   3759,   3729,   3209,   38,   30,   29,   20720,   1044,   742,   24561,   0,   680
716.9,   18,   3733,   4200,   3759,   3729,   3210,   38,   30,   29,   20714,   1044,   742,   24564,   0,   681
717,   19,   3736,   4200,   3759,   3729,   3210,   37,   30,   29,   20718,   1044,   742,   24565,   0,   681
717.1,   20,   3731,   4200,   3759,   3729,   3210,   38,   30,   29,   20708,   1044,   742,   24568,   0,   681
717.2,   20,   3731,   4200,   3759,   3729,   3210,   38,   30,   29,   20765,   1044,   742,   24570,   0,   681
717.3,   21,   3727,   4200,   3759,   3729,   3210,   37,   30,   30,   20714,   1044,   742,   24571,   0,   681
717.4,   22,   3733,   4200,   3759,   3729,   3210,   37,   30,   30,   20718,   1044,   742,   24574,   0,   681
717.5,   23,   3723,   4200,   3759,   3729,   3210,   38,   30,   30,   20712,   1044,   742,   24576,   0,   681
717.6,   24,   3728,   4200,   3759,   3729,   3210,   37,   30,   29,   20739,   1044,   742,   24578,   0,   681
717.7,   25,   3721,   4200,   3759,   3729,   3210,   38,   30,   29,   20720,   1044,   742,   24580,   0,   681
717.8,   25,   3721,   4200,   3759,   3729,   3210,   38,   30,   29,   20750,   1044,   743,   24583,   0,   681
717.9,   26,   3735,   4200,   3759,   3729,   3210,   37,   30,   29,   20740,   1044,   743,   24584,   0,   682
718,   27,   3717,   4200,   3759,   3729,   3210,   38,   30,   29,   20738,   1044,   743,   24586,   0,   682
718.1,   0,   3724,   4200,   3759,   3729,   3210,   37,   30,   30,   20735,   1044,   743,   24589,   0,   682
718.2,   1,   3729,   4200,   3759,   3729,   3210,   38,   30,   29,   20721,   1044,   743,   24590,   0,   682
718.3,   2,   3736,   4200,   3759,   3729,   3210,   38,   30,   30,   20749,   1044,   743,   24593,   0,   682
718.4,   2,   3736,   4200,   3759,   3729,   3210,   38,   30,   30,   20762,   1044,   743,   24595,   0,   682
718.5,   3,   3731,   4200,   3759,   3729,   3210,   38,   30,   29,   20739,   1044,   743,   24596,   0,   682
718.6,   4,   3735,   4200,   3759,   3729,   3210,   39,   30,   29,   20720,   1044,   743,   24599,   0,   682
718.7,   5,   3732,   4200,   3759,   3729,   3210,   38,   30,   29,   20717,   1044,   743,   24601,   0,   682
718.8,   6,   3730,   4200,   3759,   3729,   3210,   38,   30,   29,   20750,   1044,   743,   24603,   0,   682
718.9,   7,   3716,   4200,   3759,   3729,   3210,   39,   30,   30,   20709,   1044,   743,   24605,   0,   682
719,   7,   3716,   4200,   3759,   3729,   3210,   39,   30,   30,   20712,   1044,   743,   24608,   0,   682
719.1,   8,   3722,   4200,   3759,   3729,   3210,   39,   30,   30,   20704,   1044,   743,   24609,   0,   682
719.2,   9,   3732,   4200,   3759,   3729,   3210,   37,   30,   30,   20739,   1044,   743,   24611,   0,   682
719.3,   10,   3725,   4200,   3759,   3729,   3210,   38,   30,   29,   20706,   1044,   743,   24614,   0,   682
719.4,   11,   3730,   4200,   3759,   3729,   3210,   39,   30,   29,   20718,   1044,   743,   24615,   0,   682
719.5,   12,   3754,   4200,   3759,   3729,   3210,   38,   30,   29,   20720,   1044,   744,   24618,   0,   682
719.6,   12,   3754,   4200,   3759,   3729,   3210,   38,   30,   29,   20741,   1044,   744,   24620,   0,   682
719.7,   13,   3746,   4200,   3759,   3729,   3210,   38,   30,   29,   20724,   1044,   744,   24621,   0,   682
719.8,   14,   3750,   4200,   3759,   3729,   3210,   38,   30,   30,   20725,   1044,   744,   24624,   0,   682
719.9,   15,   3732,   4200,   3759,   3729,   3209,   38,   30,   30,   20744,   1044,   744,   24626,   0,   683
720,   16,   3751,   4200,   3759,   3729,   3209,   38,   30,   30,   20731,   1044,   744,   24628,   0,   683
720.1,   17,   3737,   4200,   3759,   3729,   3209,   37,   30,   29,   20727,   1044,   744,   24630,   0,   683
720.2,   17,   3737,   4200,   3759,   3729,   3209,   37,   30,   29,   20724,   1044,   744,   24633,   0,   683
720.3,   18,   3733,   4200,   3759,   3729,   3209,   38,   30,   29,   20730,   1044,   744,   24634,   0,   683
720.4,   19,   3736,   4200,   3759,   3729,   3209,   38,   30,   29,   20730,   1044,   744,   24636,   0,   683
720.5,   20,   3730,   4200,   3759,   3729,   3209,   38,   30,   29,   20737,   1044,   744,   24639,   0,   683
720.6,   21,   3727,   4200,   3759,   3729,   3209,   38,   30,   30,   20738,   1044,   744,   24640,   0,   683
720.7,   22,   3732,   4200,   3759,   3729,   3209,   38,   30,   30,   20723,   1044,   744,   24643,   0,   683
720.8,   22,   3732,   4200,   3759,   3729,   3209,   38,   30,   30,   20743,   1044,   744,   24645,   0,   683
720.9,   23,   3722,   4200,   3759,   3729,   3209,   38,   30,   29,   20714,   1044,   744,   24646,   0,   684
721,   24,   3727,   4200,   3759,   3729,   3209,   37,   30,   29,   20732,   1044,   744,   24649,   0,   684
721.1,   25,   3721,   4200,   3759,   3729,   3209,   38,   30,   29,   20734,   1044,   744,   24651,   0,   684
721.2,   26,   3734,   4200,   3759,   3729,   3209,   37,   30,   29,   20752,   1044,   745,   24652,   0,   684
721.3,   27,   3717,   4200,   3759,   3729,   3209,   38,   30,   30,   20731,   1044,   745,   24655,   0,   684
721.4,   27,   3717,   4200,   3759,   3729,   3209,   38,   30,   30,   20747,   1044,   745,   24657,   0,   684
721.5,   0,   3725,   4200,   3759,   3729,   3209,   38,   30,   29,   20736,   1044,   745,   24659,   0,   684
721.6,   1,   3729,   4200,   3759,   3729,   3209,   38,   30,   29,   20728,   1044,   745,   24661,   0,   684
721.7,   2,   3735,   4200,   3759,   3729,   3209,   37,   30,   29,   20754,   1044,   745,   24664,   0,   684
721.8,   3,   3731,   4200,   3759,   3729,   3209,   38,   30,   29,   20736,   1044,   745,   24665,   0,   684
721.9,   4,   3734,   4200,   3759,   3729,   3209,   38,   30,   29,   20728,   1044,   745,   24667,   0,   684
722,   4,   3734,   4200,   3759,   3729,   3209,   38,   30,   29,   20740,   1044,   745,   24670,   0,   684
722.1,   5,   3731,   4200,   3759,   3729,   3209,   37,   30,   29,   20723,   1044,   745,   24671,   0,   684
722.2,   6,   3729,   4200,   3759,   3729,   3209,   38,   30,   29,   20741,   1044,   745,   24674,   0,   684
722.3,   7,   3716,   4200,   3759,   3729,   3209,   38,   30,   29,   20728,   1044,   745,   24676,   0,   684
722.4,   8,   3722,   4200,   3759,   3729,   3209,   38,   30,   30,   20714,   1044,   745,   24677,   0,   684
722.5,   9,   3731,   4200,   3759,   3729,   3209,   37,   30,   29,   20749,   1044,   745,   24680,   0,   684
722.6,   9,   3731,   4200,   3759,   3729,   3209,   37,   30,   29,   20730,   1044,   745,   24682,   0,   684
722.7,   10,   3724,   4200,   3759,   3729,   3209,   37,   30,   30,   20731,   1044,   745,   24684,   0,   684
722.8,   11,   3729,   4200,   3759,   3729,   3209,   38,   30,   29,   20742,   1044,   746,   24686,   0,   684
722.9,   12,   3753,   4200,   3759,   3729,   3210,   37,   30,   30,   20707,   1044,   746,   24689,   0,   685
723,   13,   3745,   4200,   3759,   3729,   3210,   38,   30,   29,   20711,   1044,   746,   24690,   0,   685
723.1,   14,   3750,   4200,   3759,   3729,   3210,   37,   30,   30,   20726,   1044,   746,   24692,   0,   685
723.2,   14,   3750,   4200,   3759,   3729,   3210,   37,   30,   30,   20727,   1044,   746,   24695,   0,   685
723.3,   15,   3732,   4200,   3759,   3729,   3210,   37,   30,   29,   20741,   1044,   746,   24696,   0,   685
723.4,   16,   3750,   4200,   3759,   3729,   3210,   37,   30,   29,   20733,   1044,   746,   24699,   0,   685
723.5,   17,   3737,   4200,   3759,   3729,   3210,   37,   30,   29,   20736,   1044,   746,   24701,   0,   685
723.6,   18,   3732,   4200,   3759,   3729,   3210,   38,   30,   29,   20765,   1044,   746,   24702,   0,   685
723.7,   19,   3735,   4200,   3759,   3729,   3210,   37,   30,   30,   20732,   1044,   746,   24705,   0,   685
723.8,   19,   3735,   4200,   3759,   3729,   3210,   37,   30,   30,   20742,   1044,   746,   24707,   0,   685
723.9,   20,   3729,   4200,   3759,   3729,   3210,   37,   30,   30,   20723,   1044,   746,   24709,   0,   686
724,   21,   3726,   4200,   3759,   3729,   3210,   38,   30,   30,   20736,   1044,   746,   24711,   0,   686
724.1,   22,   3732,   4200,   3759,   3729,   3210,   37,   30,   29,   20736,   1044,   746,   24714,   0,   686
724.2,   23,   3721,   4200,   3759,   3729,   3210,   37,   30,   29,   20743,   1044,   746,   24715,   0,   686
724.3,   24,   3727,   4200,   3759,   3729,   3210,   37,   30,   29,   20737,   1044,   746,   24717,   0,   686
724.4,   24,   3727,   4200,   3759,   3729,   3210,   37,   30,   29,   20722,   1044,   746,   24720,   0,   686
724.5,   25,   3720,   4200,   3759,   3729,   3210,   37,   30,   29,   20745,   1044,   747,   24721,   0,   686
724.6,   26,   3733,   4200,   3759,   3729,   3210,   38,   30,   30,   20731,   1044,   747,   24724,   0,   686
724.7,   27,   3716,   4200,   3759,   3729,   3210,   37,   30,   30,   20745,   1044,   747,   24726,   0,   686
724.8,   0,   3724,   4200,   3759,   3729,   3210,   37,   30,   30,   20714,   1044,   747,   24727,   0,   686
724.9,   1,   3728,   4200,   3758,   3719,   3209,   37,   39,   30,   20744,   1044,   747,   24730,   0,   686
725,   1,   3728,   4200,   3758,   3719,   3209,   37,   39,   30,   20747,   1044,   747,   24732,   0,   686
725.1,   2,   3735,   4200,   3758,   3719,   3209,   38,   39,   29,   20727,   1044,   747,   24734,   0,   686
725.2,   3,   3729,   4200,   3758,   3719,   3209,   38,   39,   30,   20747,   1044,   747,   24736,   0,   686
725.3,   4,   3733,   4200,   3758,   3719,   3209,   38,   39,   30,   20740,   1044,   747,   24739,   0,   686
725.4,   5,   3731,   4200,   3758,   3719,   3209,   37,   39,   30,   20734,   1044,   747,   24740,   0,   686
725.5,   6,   3729,   4200,   3758,   3719,   3209,   38,   39,   30,   20744,   1044,   747,   24742,   0,   686
725.6,   6,   3729,   4200,   3758,   3719,   3209,   38,   39,   30,   20732,   1044,   747,   24745,   0,   686
725.7,   7,   3715,   4200,   3758,   3719,   3209,   38,   39,   30,   20759,   1044,   747,   24746,   0,   686
725.8,   8,   3721,   4200,   3758,   3719,   3209,   38,   39,   29,   20740,   1044,   747,   24749,   0,   686
725.9,   9,   3730,   4200,   3758,   3719,   3209,   38,   39,   30,   20749,   1044,   747,   24751,   0,   687
726,   10,   3724,   4200,   3758,   3719,   3209,   38,   39,   30,   20736,   1044,   747,   24752,   0,   687
726.1,   11,   3729,   4200,   3758,   3719,   3209,   37,   39,   30,   20749,   1044,   748,   24755,   0,   687
726.2,   12,   3752,   4200,   3758,   3719,   3209,   37,   39,   30,   20749,   1044,   748,   24757,   0,   687
726.3,   12,   3752,   4200,   3758,   3719,   3209,   37,   39,   30,   20750,   1044,   748,   24759,   0,   687
726.4,   13,   3744,   4200,   3758,   3719,   3209,   39,   39,   30,   20750,   1044,   748,   24761,   0,   687
726.5,   14,   3749,   4200,   3758,   3719,   3209,   38,   39,   30,   20735,   1044,   748,   24764,   0,   687
726.6,   15,   3731,   4200,   3758,   3719,   3209,   37,   39,   29,   20750,   1044,   748,   24765,   0,   687
726.7,   16,   3750,   4200,   3758,   3719,   3209,   38,   39,   29,   20752,   1044,   748,   24767,   0,   687
726.8,   17,   3735,   4200,   3758,   3719,   3209,   37,   39,   29,   20723,   1044,   748,   24770,   0,   687
726.9,   17,   3735,   4200,   3758,   3719,   3209,   37,   39,   29,   20729,   1044,   748,   24771,   0,   688
727,   18,   3731,   4200,   3758,   3719,   3209,   37,   39,   30,   20742,   1044,   748,   24774,   0,   688
727.1,   19,   3734,   4200,   3758,   3719,   3209,   37,   39,   30,   20756,   1041,   748,   24776,   0,   688
727.2,   20,   3729,   4200,   3758,   3719,   3209,   38,   39,   29,   20719,   1044,   748,   24777,   0,   688
727.3,   21,   3725,   4200,   3758,   3719,   3209,   39,   39,   30,   20747,   1044,   748,   24780,   0,   688
727.4,   22,   3731,   4200,   3758,   3719,   3209,   39,   39,   29,   20763,   1041,   748,   24782,   0,   688
727.5,   22,   3731,   4200,   3758,   3719,   3209,   39,   39,   29,   20751,   1041,   748,   24783,   0,   688
727.6,   23,   3721,   4200,   3758,   3719,   3209,   37,   39,   29,   20746,   1041,   748,   24786,   0,   688
727.7,   24,   3726,   4200,   3758,   3719,   3209,   38,   39,   29,   20747,   1041,   748,   24788,   0,   688
727.8,   25,   3719,   4200,   3758,   3719,   3209,   37,   39,   29,   20719,   1041,   749,   24790,   0,   688
727.9,   26,   3732,   4200,   3758,   3719,   3209,   38,   39,   29,   20768,   1041,   749,   24792,   0,   688
728,   26,   3732,   4200,   3758,   3719,   3209,   38,   39,   29,   20761,   1041,   749,   24795,   0,   688
728.1,   27,   3716,   4200,   3758,   3719,   3209,   39,   39,   29,   20758,   1041,   749,   24796,   0,   688
728.2,   0,   3723,   4200,   3758,   3719,   3209,   38,   39,   29,   20775,   1041,   749,   24798,   0,   688
728.3,   1,   3727,   4200,   3758,   3719,   3209,   37,   39,   29,   20746,   1041,   749,   24801,   0,   688
728.4,   2,   3734,   4200,   3758,   3719,   3209,   37,   39,   29,   20741,   1041,   749,   24802,   0,   688
728.5,   3,   3729,   4200,   3758,   3719,   3209,   37,   39,   30,   20765,   1041,   749,   24805,   0,   688
728.6,   3,   3729,   4200,   3758,   3719,   3209,   37,   39,   30,   20753,   1041,   749,   24807,   0,   688
728.7,   4,   3732,   4200,   3758,   3719,   3209,   38,   39,   30,   20717,   1041,   749,   24808,   0,   688
728.8,   5,   3730,   4200,   3758,   3719,   3209,   37,   39,   30,   20752,   1041,   749,   24811,   0,   688
728.9,   6,   3728,   4200,   3758,   3719,   3210,   37,   39,   30,   20757,   1041,   749,   24813,   0,   688
729,   7,   3715,   4200,   3758,   3719,   3210,   37,   39,   29,   20750,   1041,   749,   24815,   0,   688
729.1,   8,   3720,   4200,   3758,   3719,   3210,   37,   39,   29,   20760,   1041,   749,   24817,   0,   688
729.2,   8,   3720,   4200,   3758,   3719,   3210,   37,   39,   29,   20740,   1041,   749,   24820,   0,   688
729.3,   9,   3730,   4200,   3758,   3719,   3210,   37,   39,   29,   20763,   1041,   749,   24821,   0,   688
729.4,   10,   3722,   4200,   3758,   3719,   3210,   37,   39,   30,   20763,   1041,   749,   24823,   0,   688
729.5,   11,   3728,   4200,   3758,   3719,   3210,   38,   39,   30,   20765,   1041,   750,   24826,   0,   688
729.6,   12,   3752,   4200,   3758,   3719,   3210,   38,   39,   30,   20777,   1041,   750,   24827,   0,   688
729.7,   13,   3743,   4200,   3758,   3719,   3210,   38,   39,   30,   20757,   1041,   750,   24830,   0,   688
729.8,   13,   3743,   4200,   3758,   3719,   3210,   38,   39,   30,   20760,   1041,   750,   24832,   0,   688
729.9,   14,   3748,   4200,   3758,   3719,   3210,   38,   39,   30,   20752,   1041,   750,   24833,   0,   689
730,   15,   3731,   4200,   3758,   3719,   3210,   38,   39,   30,   20741,   1041,   750,   24836,   0,   689
730.1,   16,   3749,   4200,   3758,   3719,   3210,   38,   39,   30,   20743,   1041,   750,   24838,   0,   689
730.2,   17,   3735,   4200,   3758,   3719,   3210,   37,   39,   30,   20765,   1041,   750,   24840,   0,   689
730.3,   18,   3731,   4200,   3758,   3719,   3210,   37,   39,   30,   20731,   1041,   750,   24842,   0,   689
730.4,   18,   3731,   4200,   3758,   3719,   3210,   37,   39,   30,   20760,   1041,   750,   24845,   0,   689
730.5,   19,   3734,   4200,   3758,   3719,   3210,   37,   39,   30,   20765,   1041,   750,   24846,   0,   689
730.6,   20,   3728,   4200,   3758,   3719,   3210,   38,   39,   30,   20750,   1041,   750,   24848,   0,   689
730.7,   21,   3725,   4200,   3758,   3719,   3210,   38,   39,   29,   20749,   1041,   750,   24851,   0,   689
730.8,   22,   3730,   4200,   3758,   3719,   3210,   38,   39,   29,   20760,   1041,   750,   24852,   0,   689
730.9,   23,   3720,   4200,   3758,   3719,   3209,   37,   39,   30,   20770,   1041,   750,   24855,   0,   689
731,   24,   3725,   4200,   3758,   3719,   3209,   37,   39,   30,   20750,   1041,   750,   24857,   0,   689
731.1,   24,   3725,   4200,   3758,   3719,   3209,   37,   39,   30,   20737,   1041,   751,   24858,   0,   689
731.2,   25,   3718,   4200,   3758,   3719,   3209,   38,   39,   30,   20753,   1041,   751,   24861,   0,   689
731.3,   26,   3732,   4200,   3758,   3719,   3209,   37,   39,   30,   20744,   1041,   751,   24863,   0,   689
731.4,   27,   3715,   4200,   3758,   3719,   3209,   37,   39,   29,   20781,   1041,   751,   24865,   0,   689
731.5,   0,   3722,   4200,   3758,   3719,   3209,   37,   39,   29,   20769,   1041,   751,   24867,   0,   689
731.6,   1,   3726,   4200,   3758,   3719,   3209,   37,   39,   30,   20747,   1041,   751,   24870,   0,   689
731.7,   1,   3726,   4200,   3758,   3719,   3209,   37,   39,   30,   20749,   1041,   751,   24871,   0,   689
731.8,   2,   3733,   4200,   3758,   3719,   3209,   37,   39,   29,   20737,   1041,   751,   24873,   0,   689
731.9,   3,   3728,   4200,   3758,   3719,   3209,   37,   39,   30,   20758,   1041,   751,   24876,   0,   690
732,   4,   3732,   4200,   3758,   3719,   3209,   37,   39,   30,   20753,   1041,   751,   24877,   0,   690
732.1,   5,   3729,   4200,   3758,   3719,   3209,   37,   39,   30,   20752,   1041,   751,   24880,   0,   690
732.2,   6,   3727,   4200,   3758,   3719,   3209,   37,   39,   29,   20762,   1041,   751,   24882,   0,   690
732.3,   6,   3727,   4200,   3758,   3719,   3209,   37,   39,   29,   20756,   1041,   751,   24883,   0,   690
732.4,   7,   3714,   4200,   3758,   3719,   3209,   37,   39,   29,   20768,   1041,   751,   24886,   0,   690
732.5,   8,   3720,   4200,   3758,   3719,   3209,   37,   39,   30,   20737,   1041,   751,   24888,   0,   690
732.6,   9,   3728,   4200,   3758,   3719,   3209,   37,   39,   30,   20753,   1041,   751,   24891,   0,   690
732.7,   10,   3723,   4200,   3758,   3719,   3209,   37,   39,   30,   20750,   1041,   751,   24892,   0,   690
732.8,   11,   3727,   4200,   3758,   3719,   3209,   37,   39,   30,   20765,   1041,   752,   24895,   0,   690
732.9,   11,   3727,   4200,   3758,   3719,   3209,   37,   39,   30,   20753,   1041,   752,   24897,   0,   691
733,   12,   3751,   4200,   3758,   3719,   3209,   37,   39,   30,   20743,   1041,   752,   24898,   0,   691
733.1,   13,   3743,   4200,   3758,   3719,   3209,   37,   39,   29,   20750,   1041,   752,   24901,   0,   691
733.2,   14,   3747,   4200,   3758,   3719,   3209,   37,   39,   30,   20728,   1041,   752,   24903,   0,   691
733.3,   15,   3730,   4200,   3758,   3719,   3209,   37,   39,   29,   20781,   1041,   752,   24905,   0,   691
733.4,   16,   3748,   4200,   3758,   3719,   3209,   38,   39,   29,   20779,   1041,   752,   24907,   0,   691
733.5,   16,   3748,   4200,   3758,   3719,   3209,   38,   39,   29,   20772,   1041,   752,   24910,   0,   691
733.6,   17,   3734,   4200,   3758,   3719,   3209,   38,   39,   29,   20772,   1041,   752,   24911,   0,   691
733.7,   18,   3729,   4200,   3758,   3719,   3209,   38,   39,   29,   20752,   1041,   752,   24913,   0,   691
733.8,   19,   3733,   4200,   3758,   3719,   3209,   38,   39,   29,   20774,   1041,   752,   24916,   0,   691
733.9,   20,   3727,   4200,   3758,   3719,   3209,   37,   39,   29,   20751,   1041,   752,   24917,   0,   691
734,   21,   3724,   4200,   3758,   3719,   3209,   38,   39,   29,   20779,   1041,   752,   24920,   0,   691
734.1,   21,   3724,   4200,   3758,   3719,   3209,   38,   39,   29,   20752,   1041,   752,   24922,   0,   691
734.2,   22,   3729,   4200,   3758,   3719,   3209,   37,   39,   29,   20781,   1041,   752,   24923,   0,   691
734.3,   23,   3719,   4200,   3758,   3719,   3209,   38,   39,   29,   20733,   1041,   752,   24926,   0,   691
734.4,   24,   3724,   4200,   3758,   3719,   3209,   36,   39,   30,   20766,   1041,   753,   24928,   0,   691
734.5,   25,   3718,   4200,   3758,   3719,   3209,   38,   39,   30,   20769,   1041,   753,   24930,   0,   691
734.6,   26,   3731,   4200,   3758,   3719,   3209,   38,   39,   30,   20762,   1041,   753,   24932,   0,   691
734.7,   26,   3731,   4200,   3758,   3719,   3209,   38,   39,   30,   20755,   1041,   753,   24935,   0,   691
734.8,   27,   3714,   4200,   3758,   3719,   3209,   38,   39,   29,   20772,   1041,   753,   24936,   0,   691
734.9,   0,   3722,   4200,   3748,   3719,   3209,   37,   29,   30,   20762,   1041,   753,   24938,   0,   692
735,   1,   3726,   4200,   3748,   3719,   3209,   37,   29,   30,   20744,   1041,   753,   24941,   0,   692
735.1,   2,   3732,   4200,   3748,   3719,   3209,   37,   29,   30,   20733,   1041,   753,   24942,   0,   692
735.2,   3,   3727,   4200,   3748,   3719,   3209,   38,   29,   30,   20763,   1041,   753,   24945,   0,   692
735.3,   3,   3727,   4200,   3748,   3719,   3209,   38,   29,   30,   20785,   1041,   753,   24947,   0,   692
735.4,   4,   3731,   4200,   3748,   3719,   3209,   38,   29,   30,   20760,   1041,   753,   24948,   0,   692
735.5,   5,   3728,   4200,   3748,   3719,   3209,   37,   29,   30,   20760,   1041,   753,   24951,   0,   692
735.6,   6,   3726,   4200,   3748,   3719,   3209,   38,   29,   29,   20747,   1041,   753,   24953,   0,   692
735.7,   7,   3713,   4200,   3748,   3719,   3209,   37,   29,   30,   20731,   1041,   753,   24955,   0,   692
735.8,   8,   3719,   4200,   3748,   3719,   3209,   38,   29,   30,   20774,   1041,   753,   24957,   0,   692
735.9,   8,   3719,   4200,   3748,   3719,   3210,   38,   29,   30,   20773,   1041,   753,   24960,   0,   692
736,   9,   3728,   4200,   3748,   3719,   3210,   37,   29,   30,   20760,   1041,   753,   24961,   0,   692
736.1,   10,   3722,   4200,   3748,   3719,   3210,   38,   29,   30,   20749,   1041,   754,   24963,   0,   692
736.2,   11,   3727,   4200,   3748,   3719,   3210,   37,   29,   30,   20764,   1041,   754,   24966,   0,   692
736.3,   12,   3751,   4200,   3748,   3719,   3210,   38,   29,   30,   20760,   1041,   754,   24967,   0,   692
736.4,   13,   3742,   4200,   3748,   3719,   3210,   37,   29,   30,   20753,   1041,   754,   24970,   0,   692
736.5,   13,   3742,   4200,   3748,   3719,   3210,   37,   29,   30,   20770,   1041,   754,   24972,   0,   692
736.6,   14,   3747,   4200,   3748,   3719,   3210,   37,   29,   30,   20741,   1041,   754,   24973,   0,   692
736.7,   15,   3729,   4200,   3748,   3719,   3210,   37,   29,   30,   20761,   1041,   754,   24976,   0,   692
736.8,   16,   3747,   4200,   3748,   3719,   3210,   38,   29,   30,   20776,   1041,   754,   24978,   0,   692
736.9,   17,   3734,   4200,   3748,   3719,   3210,   37,   29,   30,   20753,   1041,   754,   24980,   0,   693
