Time, CellIndex, CellVscanning, CellVCutoffHigh, CellVmax, CellVmin, CellVCutoffLow, BalanceDelta, BalanceDeltaFromMinMax, HighestPackTemp, ISAcurrent, mtd1_output, ISAwattHours, ISAampSeconds, ISAampSecondsHB, ISAcAh,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
Secs,nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu
1317.5,   16,   3636,   4200,   3637,   3613,   3209,   32,   24,   31,   21514,   1013,   1106,  -28224,   0,  -784
1317.6,   17,   3623,   4200,   3637,   3613,   3209,   32,   24,   31,   21505,   1013,   1106,  -28223,   0,  -784
1317.7,   18,   3623,   4200,   3637,   3613,   3209,   32,   24,   31,   21510,   1013,   1106,  -28220,   0,  -784
1317.8,   18,   3623,   4200,   3637,   3613,   3209,   32,   24,   31,   21509,   1013,   1106,  -28218,   0,  -784
1317.9,   19,   3625,   4200,   3637,   3613,   3210,   31,   24,   31,   21494,   1011,   1106,  -28216,   0,  -784
1318,   20,   3621,   4200,   3637,   3613,   3210,   32,   24,   31,   21496,   1013,   1106,  -28214,   0,  -784
1318.1,   21,   3616,   4200,   3637,   3613,   3210,   32,   24,   31,   21515,   1011,   1107,  -28211,   0,  -784
1318.2,   22,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21516,   1011,   1107,  -28210,   0,  -784
1318.3,   23,   3613,   4200,   3637,   3613,   3210,   32,   24,   31,   21515,   1011,   1107,  -28207,   0,  -784
1318.4,   24,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21541,   1011,   1107,  -28205,   0,  -784
1318.5,   24,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21516,   1011,   1107,  -28203,   0,  -784
1318.6,   25,   3611,   4200,   3637,   3613,   3210,   31,   24,   31,   21523,   1011,   1107,  -28201,   0,  -784
1318.7,   26,   3623,   4200,   3637,   3613,   3210,   31,   24,   31,   21523,   1011,   1107,  -28198,   0,  -784
1318.8,   27,   3605,   4200,   3637,   3613,   3210,   32,   24,   31,   21548,   1011,   1107,  -28197,   0,  -784
1318.9,   0,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21526,   1011,   1107,  -28194,   0,  -784
1319,   0,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21531,   1011,   1107,  -28192,   0,  -784
1319.1,   1,   3616,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1107,  -28190,   0,  -784
1319.2,   2,   3621,   4200,   3637,   3613,   3210,   32,   24,   31,   21525,   1011,   1107,  -28188,   0,  -784
1319.3,   3,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21519,   1011,   1107,  -28185,   0,  -784
1319.4,   4,   3620,   4200,   3637,   3613,   3210,   31,   24,   31,   21513,   1011,   1107,  -28184,   0,  -784
1319.5,   5,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21503,   1011,   1107,  -28181,   0,  -784
1319.6,   5,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21502,   1011,   1107,  -28179,   0,  -784
1319.7,   6,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21516,   1011,   1107,  -28178,   0,  -784
1319.8,   7,   3610,   4200,   3637,   3613,   3210,   32,   24,   31,   21505,   1011,   1108,  -28175,   0,  -784
1319.9,   8,   3615,   4200,   3637,   3613,   3210,   31,   24,   31,   21514,   1011,   1108,  -28172,   0,  -783
1320,   9,   3622,   4200,   3637,   3613,   3210,   32,   24,   31,   21515,   1011,   1108,  -28171,   0,  -783
1320.1,   10,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21515,   1011,   1108,  -28168,   0,  -783
1320.2,   10,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21518,   1011,   1108,  -28166,   0,  -783
1320.3,   11,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21524,   1011,   1108,  -28165,   0,  -783
1320.4,   12,   3637,   4200,   3637,   3613,   3210,   32,   24,   31,   21516,   1011,   1108,  -28162,   0,  -783
1320.5,   13,   3630,   4200,   3637,   3613,   3210,   33,   24,   31,   21515,   1011,   1108,  -28159,   0,  -783
1320.6,   14,   3635,   4200,   3637,   3613,   3210,   31,   24,   31,   21486,   1011,   1108,  -28158,   0,  -783
1320.7,   15,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1108,  -28156,   0,  -783
1320.8,   15,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21519,   1011,   1108,  -28153,   0,  -783
1320.9,   16,   3636,   4200,   3637,   3613,   3210,   31,   24,   31,   21513,   1011,   1108,  -28152,   0,  -782
1321,   17,   3622,   4200,   3637,   3613,   3210,   31,   24,   31,   21532,   1011,   1108,  -28149,   0,  -782
1321.1,   18,   3623,   4200,   3637,   3613,   3210,   31,   24,   31,   21521,   1011,   1108,  -28146,   0,  -782
1321.2,   19,   3624,   4200,   3637,   3613,   3210,   31,   24,   31,   21531,   1011,   1108,  -28145,   0,  -782
1321.3,   20,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21523,   1011,   1108,  -28143,   0,  -782
1321.4,   20,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21539,   1011,   1109,  -28140,   0,  -782
1321.5,   21,   3616,   4200,   3637,   3613,   3210,   31,   24,   31,   21531,   1011,   1109,  -28139,   0,  -782
1321.6,   22,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21510,   1011,   1109,  -28136,   0,  -782
1321.7,   23,   3613,   4200,   3637,   3613,   3210,   31,   24,   31,   21536,   1011,   1109,  -28134,   0,  -782
1321.8,   23,   3613,   4200,   3637,   3613,   3210,   31,   24,   31,   21510,   1011,   1109,  -28132,   0,  -782
1321.9,   24,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1109,  -28130,   0,  -782
1322,   25,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21525,   1011,   1109,  -28127,   0,  -782
1322.1,   26,   3622,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1109,  -28126,   0,  -782
1322.2,   27,   3604,   4200,   3637,   3613,   3210,   32,   24,   31,   21513,   1011,   1109,  -28123,   0,  -782
1322.3,   0,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21528,   1011,   1109,  -28121,   0,  -782
1322.4,   0,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21509,   1011,   1109,  -28119,   0,  -782
1322.5,   1,   3616,   4200,   3637,   3613,   3210,   32,   24,   31,   21541,   1011,   1109,  -28117,   0,  -782
1322.6,   2,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21506,   1011,   1109,  -28114,   0,  -782
1322.7,   3,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21520,   1011,   1109,  -28113,   0,  -782
1322.8,   4,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1109,  -28110,   0,  -782
1322.9,   5,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21503,   1011,   1109,  -28108,   0,  -781
1323,   5,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21544,   1011,   1109,  -28106,   0,  -781
1323.1,   6,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21543,   1011,   1110,  -28104,   0,  -781
1323.2,   7,   3609,   4200,   3637,   3613,   3210,   32,   24,   31,   21532,   1011,   1110,  -28101,   0,  -781
1323.3,   8,   3614,   4200,   3637,   3613,   3210,   32,   24,   31,   21514,   1011,   1110,  -28100,   0,  -781
1323.4,   9,   3622,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1110,  -28097,   0,  -781
1323.5,   9,   3622,   4200,   3637,   3613,   3210,   32,   24,   31,   21502,   1011,   1110,  -28095,   0,  -781
1323.6,   10,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1110,  -28093,   0,  -781
1323.7,   11,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21520,   1011,   1110,  -28091,   0,  -781
1323.8,   12,   3636,   4200,   3637,   3613,   3210,   33,   24,   31,   21515,   1011,   1110,  -28088,   0,  -781
1323.9,   13,   3630,   4200,   3637,   3613,   3210,   32,   24,   31,   21509,   1011,   1110,  -28087,   0,  -780
1324,   14,   3634,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1110,  -28084,   0,  -780
1324.1,   14,   3634,   4200,   3637,   3613,   3210,   32,   24,   31,   21526,   1011,   1110,  -28082,   0,  -780
1324.2,   15,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21507,   1011,   1110,  -28080,   0,  -780
1324.3,   16,   3635,   4200,   3637,   3613,   3210,   32,   24,   31,   21546,   1011,   1110,  -28078,   0,  -780
1324.4,   17,   3621,   4200,   3637,   3613,   3210,   33,   24,   31,   21522,   1011,   1110,  -28075,   0,  -780
1324.5,   18,   3623,   4200,   3637,   3613,   3210,   32,   24,   31,   21515,   1011,   1110,  -28074,   0,  -780
1324.6,   19,   3624,   4200,   3637,   3613,   3210,   32,   24,   31,   21543,   1011,   1110,  -28071,   0,  -780
1324.7,   19,   3624,   4200,   3637,   3613,   3210,   32,   24,   31,   21526,   1011,   1111,  -28069,   0,  -780
1324.8,   20,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21527,   1011,   1111,  -28067,   0,  -780
1324.9,   21,   3615,   4200,   3637,   3613,   3210,   32,   24,   31,   21513,   1011,   1111,  -28065,   0,  -780
1325,   22,   3621,   4200,   3637,   3613,   3210,   33,   24,   31,   21548,   1011,   1111,  -28062,   0,  -780
1325.1,   23,   3612,   4200,   3637,   3613,   3210,   32,   24,   31,   21513,   1011,   1111,  -28061,   0,  -780
1325.2,   24,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1111,  -28058,   0,  -780
1325.3,   24,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21525,   1011,   1111,  -28056,   0,  -780
1325.4,   25,   3610,   4200,   3637,   3613,   3210,   32,   24,   31,   21539,   1011,   1111,  -28055,   0,  -780
1325.5,   26,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21556,   1011,   1111,  -28052,   0,  -780
1325.6,   27,   3604,   4200,   3637,   3613,   3210,   32,   24,   31,   21553,   1011,   1111,  -28049,   0,  -780
1325.7,   0,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21541,   1011,   1111,  -28048,   0,  -780
1325.8,   1,   3615,   4200,   3637,   3613,   3210,   33,   24,   31,   21542,   1011,   1111,  -28045,   0,  -780
1325.9,   2,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21564,   1011,   1111,  -28043,   0,  -779
1326,   2,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21527,   1011,   1111,  -28042,   0,  -779
1326.1,   3,   3617,   4200,   3637,   3613,   3210,   32,   24,   31,   21541,   1011,   1111,  -28039,   0,  -779
1326.2,   4,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21557,   1011,   1111,  -28036,   0,  -779
1326.3,   5,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21525,   1011,   1111,  -28035,   0,  -779
1326.4,   6,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21510,   1011,   1112,  -28032,   0,  -779
1326.5,   7,   3608,   4200,   3637,   3613,   3210,   32,   24,   31,   21512,   1011,   1112,  -28030,   0,  -779
1326.6,   7,   3608,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1112,  -28029,   0,  -779
1326.7,   8,   3614,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1112,  -28026,   0,  -779
1326.8,   9,   3621,   4200,   3637,   3613,   3210,   33,   24,   31,   21532,   1011,   1112,  -28023,   0,  -779
1326.9,   10,   3617,   4200,   3637,   3613,   3210,   33,   24,   31,   21522,   1011,   1112,  -28022,   0,  -778
1327,   11,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21521,   1011,   1112,  -28020,   0,  -778
1327.1,   12,   3635,   4200,   3637,   3613,   3210,   31,   24,   31,   21520,   1011,   1112,  -28017,   0,  -778
1327.2,   12,   3635,   4200,   3637,   3613,   3210,   31,   24,   31,   21526,   1011,   1112,  -28016,   0,  -778
1327.3,   13,   3629,   4200,   3637,   3613,   3210,   31,   24,   31,   21534,   1011,   1112,  -28013,   0,  -778
1327.4,   14,   3634,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1112,  -28010,   0,  -778
1327.5,   15,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21531,   1011,   1112,  -28009,   0,  -778
1327.6,   16,   3634,   4200,   3637,   3613,   3210,   32,   24,   31,   21531,   1011,   1112,  -28007,   0,  -778
1327.7,   17,   3621,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1112,  -28004,   0,  -778
1327.8,   17,   3621,   4200,   3637,   3613,   3210,   32,   24,   31,   21502,   1011,   1112,  -28003,   0,  -778
1327.9,   18,   3622,   4200,   3637,   3613,   3209,   32,   24,   31,   21542,   1011,   1112,  -28000,   0,  -778
1328,   19,   3624,   4200,   3637,   3613,   3209,   33,   24,   31,   21535,   1011,   1113,  -27998,   0,  -778
1328.1,   20,   3619,   4200,   3637,   3613,   3209,   32,   24,   31,   21506,   1011,   1113,  -27996,   0,  -778
1328.2,   21,   3615,   4200,   3637,   3613,   3209,   32,   24,   31,   21527,   1011,   1113,  -27994,   0,  -778
1328.3,   22,   3620,   4200,   3637,   3613,   3209,   32,   24,   31,   21532,   1011,   1113,  -27991,   0,  -778
1328.4,   22,   3620,   4200,   3637,   3613,   3209,   32,   24,   31,   21515,   1011,   1113,  -27990,   0,  -778
1328.5,   23,   3612,   4200,   3637,   3613,   3209,   32,   24,   31,   21526,   1011,   1113,  -27987,   0,  -778
1328.6,   24,   3618,   4200,   3637,   3613,   3209,   32,   24,   31,   21533,   1011,   1113,  -27985,   0,  -778
1328.7,   25,   3609,   4200,   3637,   3613,   3209,   32,   24,   31,   21532,   1011,   1113,  -27983,   0,  -778
1328.8,   26,   3621,   4200,   3637,   3613,   3209,   32,   24,   31,   21532,   1011,   1113,  -27981,   0,  -778
1328.9,   27,   3603,   4200,   3637,   3613,   3210,   32,   24,   31,   21542,   1011,   1113,  -27978,   0,  -777
1329,   27,   3603,   4200,   3637,   3613,   3210,   32,   24,   31,   21557,   1011,   1113,  -27977,   0,  -777
1329.1,   0,   3610,   4200,   3637,   3613,   3210,   32,   24,   31,   21538,   1011,   1113,  -27974,   0,  -777
1329.2,   1,   3615,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1113,  -27972,   0,  -777
1329.3,   2,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21528,   1011,   1113,  -27970,   0,  -777
1329.4,   3,   3616,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1113,  -27968,   0,  -777
1329.5,   4,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21532,   1011,   1113,  -27965,   0,  -777
1329.6,   4,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21535,   1011,   1113,  -27964,   0,  -777
1329.7,   5,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1114,  -27961,   0,  -777
1329.8,   6,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21506,   1011,   1114,  -27959,   0,  -777
1329.9,   7,   3608,   4200,   3637,   3613,   3210,   32,   24,   31,   21547,   1011,   1114,  -27956,   0,  -776
1330,   8,   3614,   4200,   3637,   3613,   3210,   32,   24,   31,   21532,   1011,   1114,  -27955,   0,  -776
1330.1,   9,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21538,   1011,   1114,  -27952,   0,  -776
1330.2,   9,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21539,   1011,   1114,  -27950,   0,  -776
1330.3,   10,   3617,   4200,   3637,   3613,   3210,   32,   24,   31,   21553,   1011,   1114,  -27948,   0,  -776
1330.4,   11,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21537,   1011,   1114,  -27946,   0,  -776
1330.5,   12,   3635,   4200,   3637,   3613,   3210,   32,   24,   31,   21553,   1011,   1114,  -27943,   0,  -776
1330.6,   13,   3629,   4200,   3637,   3613,   3210,   32,   24,   31,   21539,   1011,   1114,  -27942,   0,  -776
1330.7,   14,   3634,   4200,   3637,   3613,   3210,   31,   24,   31,   21537,   1011,   1114,  -27939,   0,  -776
1330.8,   14,   3634,   4200,   3637,   3613,   3210,   31,   24,   31,   21544,   1011,   1114,  -27937,   0,  -776
1330.9,   15,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21523,   1011,   1114,  -27935,   0,  -776
1331,   16,   3634,   4200,   3637,   3613,   3210,   31,   24,   31,   21545,   1011,   1114,  -27933,   0,  -776
1331.1,   17,   3621,   4200,   3637,   3613,   3210,   32,   24,   31,   21518,   1011,   1114,  -27930,   0,  -776
1331.2,   18,   3621,   4200,   3637,   3613,   3210,   31,   24,   31,   21535,   1011,   1114,  -27929,   0,  -776
1331.3,   19,   3623,   4200,   3637,   3613,   3210,   31,   24,   31,   21532,   1011,   1115,  -27926,   0,  -776
1331.4,   19,   3623,   4200,   3637,   3613,   3210,   31,   24,   31,   21534,   1011,   1115,  -27924,   0,  -776
1331.5,   20,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21531,   1011,   1115,  -27922,   0,  -776
1331.6,   21,   3614,   4200,   3637,   3613,   3210,   32,   24,   31,   21531,   1011,   1115,  -27920,   0,  -776
1331.7,   22,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21531,   1011,   1115,  -27917,   0,  -776
1331.8,   23,   3611,   4200,   3637,   3613,   3210,   31,   24,   31,   21506,   1011,   1115,  -27916,   0,  -776
1331.9,   24,   3617,   4200,   3637,   3613,   3209,   31,   24,   31,   21512,   1011,   1115,  -27913,   0,  -776
1332,   24,   3617,   4200,   3637,   3613,   3209,   31,   24,   31,   21505,   1011,   1115,  -27911,   0,  -776
1332.1,   25,   3608,   4200,   3637,   3613,   3209,   31,   24,   31,   21541,   1011,   1115,  -27909,   0,  -776
1332.2,   26,   3621,   4200,   3637,   3613,   3209,   31,   24,   31,   21518,   1011,   1115,  -27907,   0,  -776
1332.3,   27,   3603,   4200,   3637,   3613,   3209,   31,   24,   31,   21545,   1011,   1115,  -27904,   0,  -776
1332.4,   0,   3609,   4200,   3637,   3613,   3209,   32,   24,   31,   21545,   1011,   1115,  -27903,   0,  -776
1332.5,   1,   3615,   4200,   3637,   3613,   3209,   32,   24,   31,   21557,   1011,   1115,  -27900,   0,  -776
1332.6,   1,   3615,   4200,   3637,   3613,   3209,   32,   24,   31,   21535,   1011,   1115,  -27898,   0,  -776
1332.7,   2,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21535,   1011,   1115,  -27896,   0,  -776
1332.8,   3,   3616,   4200,   3637,   3613,   3209,   31,   24,   31,   21530,   1011,   1115,  -27894,   0,  -776
1332.9,   4,   3618,   4200,   3637,   3613,   3209,   32,   24,   31,   21534,   1011,   1116,  -27891,   0,  -775
1333,   5,   3618,   4200,   3637,   3613,   3209,   32,   24,   31,   21550,   1011,   1116,  -27890,   0,  -775
1333.1,   6,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21522,   1011,   1116,  -27887,   0,  -775
1333.2,   6,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21522,   1011,   1116,  -27885,   0,  -775
1333.3,   7,   3607,   4200,   3637,   3613,   3209,   31,   24,   31,   21550,   1011,   1116,  -27884,   0,  -775
1333.4,   8,   3613,   4200,   3637,   3613,   3209,   31,   24,   31,   21533,   1011,   1116,  -27881,   0,  -775
1333.5,   9,   3620,   4200,   3637,   3613,   3209,   32,   24,   31,   21528,   1011,   1116,  -27878,   0,  -775
1333.6,   10,   3616,   4200,   3637,   3613,   3209,   31,   24,   31,   21538,   1011,   1116,  -27877,   0,  -775
1333.7,   11,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21527,   1011,   1116,  -27874,   0,  -775
1333.8,   11,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21518,   1011,   1116,  -27872,   0,  -775
1333.9,   12,   3634,   4200,   3637,   3613,   3209,   32,   24,   31,   21545,   1011,   1116,  -27871,   0,  -774
1334,   13,   3629,   4200,   3637,   3613,   3209,   31,   24,   31,   21538,   1011,   1116,  -27868,   0,  -774
1334.1,   14,   3632,   4200,   3637,   3613,   3209,   32,   24,   31,   21567,   1011,   1116,  -27865,   0,  -774
1334.2,   15,   3618,   4200,   3637,   3613,   3209,   31,   24,   31,   21536,   1011,   1116,  -27864,   0,  -774
1334.3,   16,   3633,   4200,   3637,   3613,   3209,   31,   24,   31,   21551,   1011,   1116,  -27861,   0,  -774
1334.4,   16,   3633,   4200,   3637,   3613,   3209,   31,   24,   31,   21544,   1011,   1116,  -27859,   0,  -774
1334.5,   17,   3619,   4200,   3637,   3613,   3209,   31,   24,   31,   21520,   1011,   1116,  -27858,   0,  -774
1334.6,   18,   3621,   4200,   3637,   3613,   3209,   31,   24,   31,   21535,   1011,   1117,  -27855,   0,  -774
1334.7,   19,   3623,   4200,   3637,   3613,   3209,   31,   24,   31,   21531,   1011,   1117,  -27852,   0,  -774
1334.8,   20,   3618,   4200,   3637,   3613,   3209,   31,   24,   31,   21525,   1011,   1117,  -27851,   0,  -774
1334.9,   21,   3614,   4200,   3637,   3613,   3210,   31,   24,   31,   21561,   1011,   1117,  -27849,   0,  -774
1335,   21,   3614,   4200,   3637,   3613,   3210,   31,   24,   31,   21554,   1011,   1117,  -27846,   0,  -774
1335.1,   22,   3619,   4200,   3637,   3613,   3210,   31,   24,   31,   21544,   1011,   1117,  -27845,   0,  -774
1335.2,   23,   3610,   4200,   3637,   3613,   3210,   32,   24,   31,   21529,   1011,   1117,  -27842,   0,  -774
1335.3,   24,   3616,   4200,   3637,   3613,   3210,   31,   24,   31,   21557,   1011,   1117,  -27839,   0,  -774
1335.4,   25,   3608,   4200,   3637,   3613,   3210,   31,   24,   31,   21542,   1011,   1117,  -27838,   0,  -774
1335.5,   26,   3620,   4200,   3637,   3613,   3210,   31,   24,   31,   21526,   1011,   1117,  -27836,   0,  -774
1335.6,   26,   3620,   4200,   3637,   3613,   3210,   31,   24,   31,   21535,   1011,   1117,  -27833,   0,  -774
1335.7,   27,   3602,   4200,   3637,   3613,   3210,   32,   24,   31,   21547,   1011,   1117,  -27832,   0,  -774
1335.8,   0,   3608,   4200,   3637,   3613,   3210,   32,   24,   31,   21551,   1011,   1117,  -27829,   0,  -774
1335.9,   1,   3615,   4200,   3637,   3613,   3210,   32,   24,   31,   21522,   1011,   1117,  -27827,   0,  -773
1336,   2,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21535,   1011,   1117,  -27825,   0,  -773
1336.1,   3,   3615,   4200,   3637,   3613,   3210,   32,   24,   31,   21540,   1011,   1117,  -27823,   0,  -773
1336.2,   4,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21551,   1011,   1118,  -27820,   0,  -773
1336.3,   4,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21536,   1011,   1118,  -27819,   0,  -773
1336.4,   5,   3617,   4200,   3637,   3613,   3210,   32,   24,   31,   21570,   1011,   1118,  -27816,   0,  -773
1336.5,   6,   3618,   4200,   3637,   3613,   3210,   31,   24,   31,   21549,   1011,   1118,  -27814,   0,  -773
1336.6,   7,   3607,   4200,   3637,   3613,   3210,   32,   24,   31,   21547,   1011,   1118,  -27812,   0,  -773
1336.7,   8,   3613,   4200,   3637,   3613,   3210,   32,   24,   31,   21548,   1011,   1118,  -27810,   0,  -773
1336.8,   9,   3620,   4200,   3637,   3613,   3210,   32,   24,   31,   21551,   1011,   1118,  -27807,   0,  -773
1336.9,   9,   3620,   4200,   3637,   3613,   3209,   32,   24,   31,   21532,   1011,   1118,  -27806,   0,  -772
1337,   10,   3616,   4200,   3637,   3613,   3209,   32,   24,   31,   21563,   1011,   1118,  -27803,   0,  -772
1337.1,   11,   3618,   4200,   3637,   3613,   3209,   32,   24,   31,   21551,   1011,   1118,  -27801,   0,  -772
1337.2,   12,   3634,   4200,   3637,   3613,   3209,   32,   24,   31,   21550,   1011,   1118,  -27799,   0,  -772
1337.3,   13,   3628,   4200,   3637,   3613,   3209,   32,   24,   31,   21537,   1011,   1118,  -27797,   0,  -772
1337.4,   14,   3632,   4200,   3637,   3613,   3209,   32,   24,   31,   21528,   1011,   1118,  -27794,   0,  -772
1337.5,   14,   3632,   4200,   3637,   3613,   3209,   32,   24,   31,   21516,   1011,   1118,  -27793,   0,  -772
1337.6,   15,   3617,   4200,   3637,   3613,   3209,   32,   24,   31,   21553,   1011,   1118,  -27790,   0,  -772
1337.7,   16,   3632,   4200,   3637,   3613,   3209,   32,   24,   31,   21534,   1011,   1118,  -27788,   0,  -772
1337.8,   17,   3619,   4200,   3637,   3613,   3209,   32,   24,   31,   21542,   1011,   1118,  -27786,   0,  -772
1337.9,   18,   3620,   4200,   3637,   3613,   3210,   33,   24,   31,   21533,   1011,   1119,  -27784,   0,  -772
1338,   19,   3622,   4200,   3637,   3613,   3210,   31,   24,   31,   21561,   1011,   1119,  -27781,   0,  -772
1338.1,   19,   3622,   4200,   3637,   3613,   3210,   31,   24,   31,   21532,   1011,   1119,  -27780,   0,  -772
1338.2,   20,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21568,   1011,   1119,  -27777,   0,  -772
1338.3,   21,   3613,   4200,   3637,   3613,   3210,   31,   24,   31,   21563,   1011,   1119,  -27775,   0,  -772
1338.4,   22,   3619,   4200,   3637,   3613,   3210,   32,   24,   31,   21550,   1011,   1119,  -27773,   0,  -772
1338.5,   23,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21552,   1011,   1119,  -27771,   0,  -772
1338.6,   23,   3610,   4200,   3637,   3613,   3210,   31,   24,   31,   21532,   1011,   1119,  -27768,   0,  -772
1338.7,   24,   3616,   4200,   3637,   3613,   3210,   31,   24,   31,   21547,   1011,   1119,  -27767,   0,  -772
1338.8,   25,   3608,   4200,   3637,   3613,   3210,   32,   24,   31,   21543,   1011,   1119,  -27764,   0,  -772
1338.9,   26,   3620,   4200,   3637,   3613,   3209,   32,   24,   31,   21549,   1011,   1119,  -27762,   0,  -771
1339,   27,   3602,   4200,   3637,   3613,   3209,   31,   24,   31,   21525,   1011,   1119,  -27760,   0,  -771
1339.1,   0,   3608,   4200,   3637,   3613,   3209,   33,   24,   31,   21510,   1011,   1119,  -27758,   0,  -771
1339.2,   0,   3608,   4200,   3637,   3613,   3209,   33,   24,   31,   21535,   1011,   1119,  -27755,   0,  -771
1339.3,   1,   3614,   4200,   3637,   3613,   3209,   32,   24,   31,   21535,   1011,   1119,  -27754,   0,  -771
1339.4,   2,   3618,   4200,   3637,   3613,   3209,   31,   24,   31,   21542,   1011,   1119,  -27751,   0,  -771
1339.5,   3,   3615,   4200,   3637,   3613,   3209,   32,   24,   31,   21561,   1011,   1120,  -27749,   0,  -771
1339.6,   4,   3617,   4200,   3637,   3613,   3209,   32,   24,   31,   21541,   1011,   1120,  -27747,   0,  -771
1339.7,   5,   3616,   4200,   3637,   3613,   3209,   31,   24,   31,   21579,   1011,   1120,  -27745,   0,  -771
1339.8,   5,   3616,   4200,   3637,   3613,   3209,   31,   24,   31,   21564,   1011,   1120,  -27742,   0,  -771
1339.9,   6,   3618,   4200,   3637,   3613,   3210,   32,   24,   31,   21534,   1011,   1120,  -27741,   0,  -770
1340,   7,   3607,   4200,   3637,   3613,   3210,   31,   24,   31,   21564,   1011,   1120,  -27738,   0,  -770
