Time, CellIndex, CellVscanning, CellVCutoffHigh, CellVmax, CellVmin, CellVCutoffLow, BalanceDelta, BalanceDeltaFromMinMax, HighestPackTemp, DischargeAmps, ISAcurrent, mtd1_output, ISAwattHours, ISAampSeconds, ISAcAh,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
Secs,nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu
236.7,   7,   3967,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19183,   1113,   134,   4288,   58
236.8,   8,   3973,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19207,   1113,   134,   4290,   58
236.9,   9,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19182,   1113,   134,   4291,   58
237,   10,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19177,   1113,   134,   4294,   59
237.1,   10,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19178,   1113,   134,   4296,   59
237.2,   11,   3979,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19180,   1113,   134,   4297,   59
237.3,   12,   4009,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19172,   1113,   134,   4299,   59
237.4,   13,   4000,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19194,   1113,   134,   4302,   59
237.5,   14,   3999,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19180,   1113,   134,   4303,   59
237.6,   15,   3988,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19169,   1113,   134,   4305,   59
237.7,   15,   3988,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19186,   1113,   134,   4307,   59
237.8,   16,   4002,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19197,   1113,   134,   4309,   59
237.9,   17,   3991,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19200,   1113,   134,   4311,   59
238,   18,   3985,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19163,   1113,   134,   4313,   59
238.1,   19,   3983,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19185,   1113,   135,   4314,   59
238.2,   20,   3979,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19195,   1113,   135,   4317,   59
238.3,   20,   3979,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19193,   1113,   135,   4319,   59
238.4,   21,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19178,   1113,   135,   4320,   59
238.5,   22,   3985,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19202,   1113,   135,   4322,   59
238.6,   23,   3975,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19165,   1113,   135,   4325,   59
238.7,   24,   3973,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19185,   1113,   135,   4326,   59
238.8,   25,   3973,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19177,   1113,   135,   4328,   59
238.9,   25,   3973,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19190,   1113,   135,   4331,   59
239,   26,   3983,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19188,   1113,   135,   4332,   59
239.1,   27,   3973,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19202,   1113,   135,   4334,   59
239.2,   0,   3981,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19192,   1113,   135,   4336,   59
239.3,   1,   3983,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19188,   1113,   135,   4337,   59
239.4,   2,   3991,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19181,   1113,   135,   4340,   59
239.5,   2,   3991,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19177,   1113,   135,   4342,   59
239.6,   3,   3985,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19169,   1113,   135,   4343,   59
239.7,   4,   3989,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19193,   1113,   136,   4346,   59
239.8,   5,   3985,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19195,   1113,   136,   4348,   59
239.9,   6,   3980,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19181,   1113,   136,   4349,   59
240,   7,   3966,   4200,   4023,   3979,   3205,   43,   44,   26,  -19,   19177,   1113,   136,   4351,   59
240.1,   7,   3966,   4200,   4023,   3979,   3205,   43,   44,   26,  -19,   19203,   1113,   136,   4354,   59
240.2,   8,   3972,   4200,   4023,   3979,   3205,   40,   44,   26,  -19,   19203,   1113,   136,   4355,   59
240.3,   9,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19212,   1113,   136,   4357,   59
240.4,   10,   3974,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19177,   1113,   136,   4359,   59
240.5,   11,   3978,   4200,   4023,   3979,   3205,   40,   44,   26,  -20,   19184,   1113,   136,   4361,   59
240.6,   12,   4008,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19178,   1113,   136,   4363,   59
240.7,   12,   4008,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19188,   1113,   136,   4365,   59
240.8,   13,   3999,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19175,   1113,   136,   4366,   59
240.9,   14,   3998,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19185,   1113,   136,   4369,   59
241,   15,   3986,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19199,   1113,   136,   4371,   60
241.1,   16,   4001,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19181,   1113,   136,   4372,   60
241.2,   17,   3991,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19178,   1113,   136,   4374,   60
241.3,   17,   3991,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19194,   1113,   136,   4377,   60
241.4,   18,   3983,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19168,   1113,   137,   4378,   60
241.5,   19,   3982,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19194,   1113,   137,   4380,   60
241.6,   20,   3978,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19174,   1113,   137,   4382,   60
241.7,   21,   3977,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19193,   1113,   137,   4384,   60
241.8,   22,   3983,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19196,   1113,   137,   4386,   60
241.9,   22,   3983,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19183,   1113,   137,   4388,   60
242,   23,   3974,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19205,   1113,   137,   4389,   60
242.1,   24,   3972,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19199,   1113,   137,   4392,   60
242.2,   25,   3972,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19195,   1113,   137,   4394,   60
242.3,   26,   3982,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19195,   1113,   137,   4395,   60
242.4,   27,   3972,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19193,   1113,   137,   4398,   60
242.5,   0,   3980,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19176,   1113,   137,   4400,   60
242.6,   0,   3980,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19185,   1113,   137,   4401,   60
242.7,   1,   3983,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19193,   1113,   137,   4403,   60
242.8,   2,   3990,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19177,   1113,   137,   4406,   60
242.9,   3,   3983,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19195,   1113,   137,   4407,   60
243,   4,   3988,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19200,   1113,   137,   4409,   60
243.1,   4,   3988,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19188,   1113,   138,   4411,   60
243.2,   5,   3984,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19177,   1113,   138,   4413,   60
243.3,   6,   3980,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19199,   1113,   138,   4415,   60
243.4,   7,   3966,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19203,   1113,   138,   4417,   60
243.5,   8,   3971,   4200,   4023,   3979,   3206,   42,   44,   26,  -20,   19196,   1113,   138,   4418,   60
243.6,   9,   3977,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19178,   1113,   138,   4421,   60
243.7,   9,   3977,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19194,   1113,   138,   4423,   60
243.8,   10,   3974,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19186,   1113,   138,   4424,   60
243.9,   11,   3978,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19194,   1113,   138,   4426,   60
244,   12,   4007,   4200,   4023,   3979,   3206,   41,   44,   26,  -20,   19198,   1113,   138,   4429,   61
244.1,   13,   3998,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19213,   1113,   138,   4430,   61
244.2,   14,   3998,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19204,   1113,   138,   4432,   61
244.3,   14,   3998,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19191,   1113,   138,   4434,   61
244.4,   15,   3985,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19200,   1113,   138,   4436,   61
244.5,   16,   3999,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19180,   1113,   138,   4438,   61
244.6,   17,   3990,   4200,   4023,   3979,   3206,   40,   44,   26,  -20,   19187,   1113,   138,   4440,   61
244.7,   18,   3982,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19185,   1113,   138,   4441,   61
244.8,   19,   3981,   4200,   4023,   3979,   3206,   42,   44,   26,  -20,   19203,   1113,   139,   4444,   61
244.9,   19,   3981,   4200,   4023,   3979,   3206,   42,   44,   26,  -20,   19207,   1113,   139,   4446,   61
245,   20,   3977,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19168,   1113,   139,   4447,   61
245.1,   21,   3976,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19195,   1113,   139,   4449,   61
245.2,   22,   3982,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19177,   1113,   139,   4452,   61
245.3,   23,   3973,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19194,   1113,   139,   4453,   61
245.4,   24,   3970,   4200,   4023,   3979,   3206,   40,   44,   26,  -19,   19193,   1113,   139,   4455,   61
245.5,   24,   3970,   4200,   4023,   3979,   3206,   40,   44,   26,  -19,   19165,   1113,   139,   4458,   61
245.6,   25,   3971,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19213,   1113,   139,   4459,   61
245.7,   26,   3982,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19183,   1113,   139,   4461,   61
245.8,   27,   3972,   4200,   4023,   3979,   3206,   41,   44,   26,  -20,   19193,   1113,   139,   4463,   61
245.9,   0,   3980,   4200,   4023,   3979,   3206,   43,   44,   26,  -20,   19205,   1113,   139,   4465,   61
246,   1,   3982,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19203,   1113,   139,   4467,   61
246.1,   1,   3982,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19197,   1113,   139,   4469,   61
246.2,   2,   3988,   4200,   4023,   3979,   3206,   42,   44,   26,  -20,   19190,   1113,   139,   4470,   61
246.3,   3,   3983,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19195,   1113,   139,   4473,   61
246.4,   4,   3987,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19219,   1113,   140,   4475,   61
246.5,   5,   3983,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19206,   1113,   140,   4476,   61
246.6,   6,   3979,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19203,   1113,   140,   4478,   61
246.7,   6,   3979,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19178,   1113,   140,   4481,   61
246.8,   7,   3965,   4200,   4023,   3979,   3206,   42,   44,   26,  -19,   19194,   1113,   140,   4482,   61
246.9,   8,   3970,   4200,   4023,   3979,   3206,   41,   44,   26,  -19,   19191,   1113,   140,   4484,   61
247,   9,   3976,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19194,   1113,   140,   4486,   62
247.1,   10,   3973,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19206,   1113,   140,   4488,   62
247.2,   11,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19194,   1113,   140,   4490,   62
247.3,   11,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19192,   1113,   140,   4492,   62
247.4,   12,   4006,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19212,   1113,   140,   4493,   62
247.5,   13,   3997,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19238,   1113,   140,   4496,   62
247.6,   14,   3996,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19185,   1113,   140,   4498,   62
247.7,   15,   3985,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19204,   1113,   140,   4499,   62
247.8,   16,   3999,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19208,   1113,   140,   4501,   62
247.9,   16,   3999,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19215,   1113,   140,   4504,   62
248,   17,   3988,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19218,   1113,   140,   4505,   62
248.1,   18,   3982,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19212,   1113,   141,   4507,   62
248.2,   19,   3981,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19203,   1113,   141,   4510,   62
248.3,   20,   3977,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19219,   1113,   141,   4511,   62
248.4,   21,   3975,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19222,   1113,   141,   4513,   62
248.5,   21,   3975,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19201,   1113,   141,   4515,   62
248.6,   22,   3981,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19194,   1113,   141,   4517,   62
248.7,   23,   3972,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19198,   1113,   141,   4519,   62
248.8,   24,   3970,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19187,   1113,   141,   4521,   62
248.9,   25,   3971,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19197,   1113,   141,   4522,   62
249,   26,   3980,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19210,   1113,   141,   4525,   62
249.1,   26,   3980,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19204,   1113,   141,   4527,   62
249.2,   27,   3970,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19209,   1113,   141,   4528,   62
249.3,   0,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19181,   1113,   141,   4530,   62
249.4,   1,   3981,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19186,   1113,   141,   4533,   62
249.5,   2,   3988,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19183,   1113,   141,   4534,   62
249.6,   3,   3982,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19219,   1113,   141,   4536,   62
249.7,   3,   3982,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19208,   1113,   141,   4538,   62
249.8,   4,   3986,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19205,   1113,   142,   4540,   62
249.9,   5,   3983,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19194,   1113,   142,   4542,   62
250,   6,   3978,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19220,   1113,   142,   4544,   63
250.1,   7,   3963,   4200,   4023,   3979,   3205,   43,   44,   26,  -20,   19207,   1113,   142,   4545,   63
250.2,   8,   3969,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19221,   1113,   142,   4548,   63
250.3,   8,   3969,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19220,   1113,   142,   4550,   63
250.4,   9,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19206,   1113,   142,   4551,   63
250.5,   10,   3972,   4200,   4023,   3979,   3205,   43,   44,   26,  -19,   19210,   1113,   142,   4553,   63
250.6,   11,   3976,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19199,   1113,   142,   4556,   63
250.7,   12,   4005,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19198,   1113,   142,   4557,   63
250.8,   13,   3996,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19207,   1113,   142,   4559,   63
250.9,   13,   3996,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19193,   1113,   142,   4562,   63
251,   14,   3995,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19194,   1113,   142,   4563,   63
251.1,   15,   3983,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19198,   1113,   142,   4565,   63
251.2,   16,   3997,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19215,   1113,   142,   4567,   63
251.3,   17,   3988,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19190,   1113,   142,   4569,   63
251.4,   18,   3980,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19208,   1113,   142,   4571,   63
251.5,   18,   3980,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19193,   1113,   143,   4573,   63
251.6,   19,   3979,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19241,   1113,   143,   4574,   63
251.7,   20,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19202,   1113,   143,   4577,   63
251.8,   21,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19218,   1113,   143,   4579,   63
251.9,   22,   3981,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19221,   1113,   143,   4580,   63
252,   23,   3971,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19197,   1113,   143,   4582,   63
252.1,   23,   3971,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19204,   1113,   143,   4585,   63
252.2,   24,   3969,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19210,   1113,   143,   4586,   63
252.3,   25,   3970,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19214,   1113,   143,   4588,   63
252.4,   26,   3980,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19199,   1113,   143,   4590,   63
252.5,   27,   3969,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19202,   1113,   143,   4592,   63
252.6,   0,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19191,   1113,   143,   4594,   63
252.7,   1,   3980,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19203,   1113,   143,   4596,   63
252.8,   1,   3980,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19233,   1113,   143,   4597,   63
252.9,   2,   3987,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19228,   1113,   143,   4600,   63
253,   3,   3981,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19220,   1113,   143,   4602,   63
253.1,   4,   3985,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19188,   1113,   143,   4603,   63
253.2,   5,   3982,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19194,   1113,   144,   4606,   63
253.3,   6,   3977,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19202,   1113,   144,   4608,   63
253.4,   6,   3977,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19197,   1113,   144,   4609,   63
253.5,   7,   3963,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19213,   1113,   144,   4611,   63
253.6,   8,   3969,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19207,   1113,   144,   4614,   63
253.7,   9,   3974,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19219,   1113,   144,   4615,   63
253.8,   10,   3970,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19204,   1113,   144,   4617,   63
253.9,   11,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19222,   1113,   144,   4619,   63
254,   11,   3975,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19228,   1113,   144,   4621,   64
254.1,   12,   4004,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19215,   1113,   144,   4623,   64
254.2,   13,   3995,   4200,   4023,   3979,   3205,   41,   44,   26,  -20,   19207,   1113,   144,   4625,   64
254.3,   14,   3994,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19239,   1113,   144,   4626,   64
254.4,   15,   3982,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19218,   1113,   144,   4629,   64
254.5,   16,   3997,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19198,   1113,   144,   4631,   64
254.6,   16,   3997,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19206,   1113,   144,   4632,   64
254.7,   17,   3987,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19192,   1113,   144,   4634,   64
254.8,   18,   3980,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19215,   1113,   145,   4637,   64
254.9,   19,   3978,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19194,   1113,   145,   4638,   64
255,   20,   3975,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19193,   1113,   145,   4640,   64
255.1,   21,   3974,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19216,   1113,   145,   4643,   64
255.2,   21,   3974,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19239,   1113,   145,   4644,   64
255.3,   22,   3979,   4200,   4023,   3979,   3205,   42,   44,   26,  -20,   19191,   1113,   145,   4646,   64
255.4,   23,   3970,   4200,   4023,   3979,   3205,   41,   44,   26,  -19,   19215,   1113,   145,   4648,   64
255.5,   24,   3968,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19215,   1113,   145,   4649,   64
255.6,   25,   3969,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19196,   1113,   145,   4652,   64
255.7,   26,   3979,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19225,   1113,   145,   4654,   64
255.8,   26,   3979,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19218,   1113,   145,   4655,   64
255.9,   27,   3968,   4200,   4023,   3979,   3205,   42,   44,   26,  -19,   19239,   1113,   145,   4658,   64
256,   0,   3977,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19225,   1113,   145,   4660,   64
256.1,   1,   3979,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19215,   1113,   145,   4661,   64
256.2,   2,   3986,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19215,   1113,   145,   4663,   64
256.3,   3,   3980,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19222,   1113,   145,   4666,   64
256.4,   3,   3980,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19216,   1113,   145,   4667,   64
256.5,   4,   3984,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19202,   1113,   146,   4669,   64
256.6,   5,   3980,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19238,   1113,   146,   4671,   64
256.7,   6,   3976,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19218,   1113,   146,   4673,   64
256.8,   7,   3962,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19218,   1113,   146,   4675,   64
256.9,   7,   3962,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19222,   1113,   146,   4677,   64
257,   8,   3967,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19233,   1113,   146,   4678,   64
257.1,   9,   3974,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19219,   1113,   146,   4681,   64
257.2,   10,   3970,   4200,   4010,   3969,   3205,   41,   41,   26,  -20,   19196,   1113,   146,   4683,   64
257.3,   11,   3974,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19210,   1113,   146,   4684,   64
257.4,   12,   4004,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19237,   1113,   146,   4686,   64
257.5,   12,   4004,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19246,   1113,   146,   4689,   64
257.6,   13,   3995,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19205,   1113,   146,   4691,   64
257.7,   14,   3993,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19239,   1113,   146,   4692,   64
257.8,   15,   3982,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19239,   1113,   146,   4695,   64
257.9,   16,   3996,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19225,   1113,   146,   4697,   64
258,   17,   3986,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19218,   1113,   146,   4698,   64
258.1,   18,   3979,   4200,   4010,   3969,   3205,   43,   41,   26,  -19,   19204,   1113,   146,   4700,   64
258.2,   18,   3979,   4200,   4010,   3969,   3205,   43,   41,   26,  -19,   19223,   1113,   147,   4703,   64
258.3,   19,   3978,   4200,   4010,   3969,   3205,   41,   41,   26,  -20,   19232,   1113,   147,   4704,   64
258.4,   20,   3974,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19202,   1113,   147,   4706,   64
258.5,   21,   3972,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19220,   1113,   147,   4708,   64
258.6,   22,   3978,   4200,   4010,   3969,   3205,   41,   41,   26,  -20,   19218,   1113,   147,   4710,   64
258.7,   23,   3969,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19222,   1113,   147,   4712,   64
258.8,   23,   3969,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19219,   1113,   147,   4714,   64
258.9,   24,   3967,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19196,   1113,   147,   4715,   64
259,   25,   3968,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19223,   1113,   147,   4718,   64
259.1,   26,   3978,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19214,   1113,   147,   4720,   64
259.2,   27,   3967,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19212,   1113,   147,   4721,   64
259.3,   0,   3976,   4200,   4010,   3969,   3205,   42,   41,   26,  -20,   19191,   1113,   147,   4723,   64
259.4,   0,   3976,   4200,   4010,   3969,   3205,   42,   41,   26,  -20,   19216,   1113,   147,   4726,   64
259.5,   1,   3978,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19211,   1113,   147,   4727,   64
259.6,   2,   3985,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19213,   1113,   147,   4729,   64
259.7,   3,   3979,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19228,   1113,   147,   4732,   64
259.8,   4,   3983,   4200,   4010,   3969,   3205,   41,   41,   26,  -19,   19228,   1113,   147,   4733,   64
259.9,   5,   3980,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19218,   1113,   148,   4735,   64
260,   5,   3980,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19220,   1113,   148,   4737,   65
260.1,   6,   3975,   4200,   4010,   3969,   3205,   42,   41,   26,  -20,   19216,   1113,   148,   4739,   65
260.2,   7,   3961,   4200,   4010,   3969,   3205,   42,   41,   26,  -20,   19235,   1113,   148,   4741,   65
260.3,   8,   3967,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19219,   1113,   148,   4743,   65
260.4,   9,   3972,   4200,   4010,   3969,   3205,   42,   41,   26,  -19,   19212,   1113,   148,   4744,   65
