Time, CellIndex, CellVscanning, CellVCutoffHigh, CellVmax, CellVmin, CellVCutoffLow, BalanceDelta, BalanceDeltaFromMinMax, HighestPackTemp, DischargeAmps, ISAcurrent, mtd1_output, ISAwattHours, ISAampSeconds, ISAcAh,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
Secs,nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu
104.4,   24,   4012,   4200,   4052,   4029,   3206,   41,   23,   26,  -19,   18960,   1126,   55,   1754,   24
104.5,   24,   4012,   4200,   4052,   4029,   3206,   41,   23,   26,  -19,   18947,   1126,   55,   1757,   24
104.6,   25,   4014,   4200,   4052,   4029,   3206,   41,   23,   26,  -19,   18975,   1126,   55,   1759,   24
104.7,   26,   4023,   4200,   4052,   4029,   3206,   42,   23,   26,  -19,   18945,   1126,   55,   1760,   24
104.8,   27,   4014,   4200,   4052,   4029,   3206,   42,   23,   26,  -19,   18949,   1126,   55,   1762,   24
104.9,   0,   4022,   4200,   4052,   4029,   3206,   41,   23,   26,  -20,   18948,   1126,   55,   1765,   24
105,   1,   4025,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18973,   1126,   55,   1766,   24
105.1,   2,   4031,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18971,   1126,   55,   1768,   24
105.2,   2,   4031,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18948,   1126,   55,   1770,   24
105.3,   3,   4025,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18965,   1126,   55,   1771,   24
105.4,   4,   4030,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18964,   1126,   55,   1774,   24
105.5,   5,   4026,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18926,   1126,   56,   1776,   24
105.6,   6,   4020,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18948,   1126,   56,   1777,   24
105.7,   7,   4007,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18963,   1126,   56,   1779,   24
105.8,   7,   4007,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18939,   1126,   56,   1782,   24
105.9,   8,   4013,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18945,   1126,   56,   1783,   24
106,   9,   4017,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18942,   1126,   56,   1785,   24
106.1,   10,   4014,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18945,   1126,   56,   1787,   24
106.2,   11,   4018,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18954,   1126,   56,   1789,   24
106.3,   11,   4018,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18967,   1126,   56,   1791,   24
106.4,   12,   4049,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18959,   1126,   56,   1793,   24
106.5,   13,   4040,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18961,   1126,   56,   1794,   24
106.6,   14,   4038,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18956,   1126,   56,   1797,   24
106.7,   15,   4027,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18963,   1126,   56,   1799,   24
106.8,   16,   4041,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18978,   1126,   56,   1800,   24
106.9,   16,   4041,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18960,   1126,   56,   1802,   24
107,   17,   4032,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18946,   1126,   56,   1805,   24
107.1,   18,   4024,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18965,   1126,   56,   1806,   24
107.2,   19,   4022,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18964,   1126,   57,   1808,   24
107.3,   20,   4017,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18944,   1126,   57,   1810,   24
107.4,   21,   4017,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18956,   1126,   57,   1811,   24
107.5,   21,   4017,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18974,   1126,   57,   1814,   24
107.6,   22,   4023,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18971,   1126,   57,   1816,   24
107.7,   23,   4015,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18949,   1126,   57,   1817,   24
107.8,   24,   4011,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18944,   1126,   57,   1819,   24
107.9,   25,   4013,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18973,   1123,   57,   1822,   24
108,   26,   4022,   4200,   4052,   4029,   3205,   42,   23,   26,  -20,   18970,   1123,   57,   1823,   24
108.1,   26,   4022,   4200,   4052,   4029,   3205,   42,   23,   26,  -20,   18964,   1123,   57,   1825,   24
108.2,   27,   4012,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18968,   1123,   57,   1827,   24
108.3,   0,   4021,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18955,   1123,   57,   1829,   24
108.4,   1,   4023,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18966,   1123,   57,   1831,   24
108.5,   2,   4030,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18960,   1123,   57,   1833,   24
108.6,   3,   4024,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18963,   1123,   57,   1834,   24
108.7,   3,   4024,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18970,   1123,   57,   1837,   24
108.8,   4,   4029,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18967,   1123,   57,   1839,   24
108.9,   5,   4025,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18965,   1123,   58,   1840,   24
109,   6,   4019,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18947,   1123,   58,   1842,   24
109.1,   7,   4007,   4200,   4052,   4029,   3205,   40,   23,   26,  -19,   18954,   1123,   58,   1845,   24
109.2,   8,   4011,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18963,   1123,   58,   1846,   24
109.3,   8,   4011,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18976,   1123,   58,   1848,   24
109.4,   9,   4017,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18982,   1123,   58,   1850,   24
109.5,   10,   4014,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18980,   1123,   58,   1851,   24
109.6,   11,   4018,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18971,   1123,   58,   1854,   24
109.7,   12,   4047,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18990,   1123,   58,   1856,   24
109.8,   13,   4039,   4200,   4052,   4029,   3205,   43,   23,   26,  -19,   18965,   1123,   58,   1857,   24
109.9,   13,   4039,   4200,   4052,   4029,   3205,   43,   23,   26,  -19,   18959,   1123,   58,   1859,   24
110,   14,   4037,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18945,   1123,   58,   1862,   25
110.1,   15,   4026,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18955,   1123,   58,   1863,   25
110.2,   16,   4040,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18969,   1123,   58,   1865,   25
110.3,   17,   4031,   4200,   4052,   4029,   3205,   42,   23,   26,  -20,   18960,   1123,   58,   1867,   25
110.4,   18,   4022,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18965,   1123,   58,   1868,   25
110.5,   18,   4022,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18970,   1123,   58,   1871,   25
110.6,   19,   4020,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18973,   1123,   59,   1873,   25
110.7,   20,   4016,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18970,   1123,   59,   1874,   25
110.8,   21,   4017,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18968,   1123,   59,   1876,   25
110.9,   22,   4022,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18974,   1123,   59,   1879,   25
111,   23,   4013,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18973,   1123,   59,   1880,   25
111.1,   23,   4013,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18985,   1123,   59,   1882,   25
111.2,   24,   4011,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18994,   1123,   59,   1884,   25
111.3,   25,   4012,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18990,   1123,   59,   1886,   25
111.4,   26,   4021,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18974,   1123,   59,   1888,   25
111.5,   27,   4011,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18976,   1123,   59,   1890,   25
111.6,   0,   4020,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18987,   1123,   59,   1891,   25
111.7,   1,   4023,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18970,   1123,   59,   1894,   25
111.8,   1,   4023,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18947,   1123,   59,   1896,   25
111.9,   2,   4029,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18980,   1123,   59,   1897,   25
112,   3,   4023,   4200,   4052,   4029,   3205,   41,   23,   26,  -20,   18976,   1123,   59,   1899,   25
112.1,   4,   4027,   4200,   4052,   4029,   3205,   43,   23,   26,  -19,   18978,   1123,   59,   1902,   25
112.2,   5,   4023,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18977,   1123,   59,   1903,   25
112.3,   6,   4018,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18956,   1123,   60,   1905,   25
112.4,   6,   4018,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18964,   1123,   60,   1907,   25
112.5,   7,   4005,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18958,   1123,   60,   1908,   25
112.6,   8,   4010,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18964,   1123,   60,   1911,   25
112.7,   9,   4015,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18963,   1123,   60,   1913,   25
112.8,   10,   4012,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18978,   1123,   60,   1914,   25
112.9,   11,   4016,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18974,   1123,   60,   1916,   25
113,   11,   4016,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18999,   1123,   60,   1919,   25
113.1,   12,   4046,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18970,   1123,   60,   1920,   25
113.2,   13,   4038,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18978,   1123,   60,   1922,   25
113.3,   14,   4036,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18983,   1123,   60,   1924,   25
113.4,   15,   4025,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18979,   1123,   60,   1926,   25
113.5,   16,   4038,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18973,   1123,   60,   1928,   25
113.6,   16,   4038,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18983,   1123,   60,   1930,   25
113.7,   17,   4029,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18961,   1123,   60,   1931,   25
113.8,   18,   4022,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18964,   1123,   60,   1934,   25
113.9,   19,   4020,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18973,   1123,   61,   1936,   25
114,   20,   4016,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18995,   1123,   61,   1937,   26
114.1,   21,   4015,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18978,   1123,   61,   1939,   26
114.2,   21,   4015,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18963,   1123,   61,   1942,   26
114.3,   22,   4021,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18982,   1123,   61,   1943,   26
114.4,   23,   4012,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18983,   1123,   61,   1945,   26
114.5,   24,   4009,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   19000,   1123,   61,   1947,   26
114.6,   25,   4010,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18974,   1123,   61,   1948,   26
114.7,   26,   4020,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18974,   1123,   61,   1951,   26
114.8,   26,   4020,   4200,   4052,   4029,   3205,   41,   23,   26,  -19,   18966,   1123,   61,   1953,   26
114.9,   27,   4010,   4200,   4052,   4029,   3205,   42,   23,   26,  -19,   18958,   1123,   61,   1954,   26
115,   0,   4018,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18980,   1123,   61,   1956,   26
115.1,   1,   4021,   4200,   4052,   4010,   3206,   42,   42,   26,  -20,   18976,   1123,   61,   1959,   26
115.2,   2,   4028,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18999,   1123,   61,   1960,   26
115.3,   3,   4022,   4200,   4052,   4010,   3206,   41,   42,   26,  -17,   19005,   1123,   61,   1962,   26
115.4,   3,   4022,   4200,   4052,   4010,   3206,   41,   42,   26,  -17,   18973,   1123,   61,   1964,   26
115.5,   4,   4026,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18969,   1123,   61,   1966,   26
115.6,   5,   4023,   4200,   4052,   4010,   3206,   42,   42,   26,  -19,   18993,   1123,   62,   1968,   26
115.7,   6,   4017,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18985,   1123,   62,   1970,   26
115.8,   7,   4004,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18992,   1123,   62,   1971,   26
115.9,   8,   4009,   4200,   4052,   4010,   3206,   41,   42,   26,  -19,   18982,   1123,   62,   1974,   26
116,   8,   4009,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18983,   1123,   62,   1976,   26
116.1,   9,   4014,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18955,   1123,   62,   1977,   26
116.2,   10,   4011,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18987,   1123,   62,   1979,   26
116.3,   11,   4015,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18981,   1123,   62,   1982,   26
116.4,   12,   4045,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18970,   1123,   62,   1983,   26
116.5,   13,   4036,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18976,   1123,   62,   1985,   26
116.6,   14,   4035,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18955,   1123,   62,   1987,   26
116.7,   14,   4035,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18979,   1123,   62,   1988,   26
116.8,   15,   4023,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18992,   1123,   62,   1991,   26
116.9,   16,   4037,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18980,   1123,   62,   1993,   26
117,   17,   4028,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18971,   1123,   62,   1994,   27
117.1,   18,   4020,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18978,   1123,   62,   1996,   27
117.2,   19,   4018,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19008,   1123,   62,   1999,   27
117.3,   19,   4018,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18980,   1123,   63,   2000,   27
117.4,   20,   4014,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18992,   1123,   63,   2002,   27
117.5,   21,   4014,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18993,   1123,   63,   2004,   27
117.6,   22,   4020,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18979,   1123,   63,   2006,   27
117.7,   23,   4011,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19009,   1123,   63,   2008,   27
117.8,   24,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18987,   1123,   63,   2010,   27
117.9,   24,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18976,   1123,   63,   2011,   27
118,   25,   4009,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18975,   1123,   63,   2014,   27
118.1,   26,   4019,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19001,   1123,   63,   2016,   27
118.2,   27,   4009,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18980,   1123,   63,   2017,   27
118.3,   0,   4018,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18967,   1123,   63,   2019,   27
118.4,   1,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18990,   1123,   63,   2022,   27
118.5,   1,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18998,   1123,   63,   2023,   27
118.6,   2,   4026,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19009,   1123,   63,   2025,   27
118.7,   3,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18993,   1123,   63,   2027,   27
118.8,   4,   4025,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19016,   1123,   63,   2028,   27
118.9,   5,   4021,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19008,   1123,   63,   2031,   27
119,   6,   4016,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18985,   1123,   64,   2033,   27
119.1,   6,   4016,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19002,   1123,   64,   2034,   27
119.2,   7,   4002,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18994,   1123,   64,   2036,   27
119.3,   8,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18990,   1123,   64,   2039,   27
119.4,   9,   4013,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19002,   1123,   64,   2040,   27
119.5,   10,   4010,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19011,   1123,   64,   2042,   27
119.6,   10,   4010,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18982,   1123,   64,   2044,   27
119.7,   11,   4014,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18982,   1123,   64,   2046,   27
119.8,   12,   4044,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19001,   1123,   64,   2048,   27
119.9,   13,   4035,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18996,   1123,   64,   2050,   27
120,   14,   4033,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   18995,   1123,   64,   2051,   28
120.1,   15,   4022,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18995,   1123,   64,   2054,   28
120.2,   15,   4022,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18976,   1123,   64,   2056,   28
120.3,   16,   4036,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19032,   1123,   64,   2057,   28
120.4,   17,   4027,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19009,   1123,   64,   2059,   28
120.5,   18,   4019,   4200,   4052,   4010,   3205,   41,   42,   26,  -20,   18986,   1123,   64,   2062,   28
120.6,   19,   4017,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19022,   1123,   64,   2063,   28
120.7,   20,   4013,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19011,   1123,   65,   2065,   28
120.8,   20,   4013,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18996,   1123,   65,   2067,   28
120.9,   21,   4012,   4200,   4052,   4010,   3205,   40,   42,   26,  -19,   18976,   1123,   65,   2068,   28
121,   22,   4018,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18995,   1123,   65,   2071,   28
121.1,   23,   4009,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19007,   1123,   65,   2073,   28
121.2,   24,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18980,   1123,   65,   2074,   28
121.3,   25,   4008,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   19014,   1123,   65,   2076,   28
121.4,   25,   4008,   4200,   4052,   4010,   3205,   41,   42,   26,  -20,   18987,   1123,   65,   2079,   28
121.5,   26,   4018,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18998,   1123,   65,   2080,   28
121.6,   27,   4007,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19005,   1123,   65,   2082,   28
121.7,   0,   4016,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   18989,   1123,   65,   2084,   28
121.8,   1,   4019,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18985,   1123,   65,   2086,   28
121.9,   2,   4025,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18970,   1123,   65,   2088,   28
122,   3,   4020,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18996,   1123,   65,   2090,   28
122.1,   3,   4020,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18978,   1123,   65,   2091,   28
122.2,   4,   4024,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18989,   1123,   65,   2094,   28
122.3,   5,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19000,   1123,   66,   2096,   28
122.4,   6,   4015,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18992,   1123,   66,   2097,   28
122.5,   7,   4001,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18991,   1123,   66,   2099,   28
122.6,   8,   4006,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   19014,   1123,   66,   2102,   28
122.7,   8,   4006,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   18991,   1123,   66,   2103,   28
122.8,   9,   4012,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18970,   1123,   66,   2105,   28
122.9,   10,   4009,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18989,   1123,   66,   2107,   28
123,   11,   4012,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18992,   1123,   66,   2108,   28
123.1,   12,   4043,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19015,   1123,   66,   2111,   28
123.2,   13,   4034,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19012,   1123,   66,   2113,   28
123.3,   13,   4034,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19001,   1123,   66,   2114,   28
123.4,   14,   4033,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19006,   1123,   66,   2116,   28
123.5,   15,   4021,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19000,   1123,   66,   2119,   28
123.6,   16,   4035,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18996,   1123,   66,   2120,   28
123.7,   17,   4026,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19015,   1123,   66,   2122,   28
123.8,   17,   4026,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19001,   1123,   66,   2124,   28
123.9,   18,   4017,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19004,   1123,   66,   2126,   28
124,   19,   4016,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18986,   1123,   67,   2128,   29
124.1,   20,   4012,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18996,   1123,   67,   2130,   29
124.2,   21,   4012,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18989,   1123,   67,   2131,   29
124.3,   22,   4017,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19008,   1123,   67,   2134,   29
124.4,   22,   4017,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19025,   1123,   67,   2136,   29
124.5,   23,   4009,   4200,   4052,   4010,   3205,   43,   42,   26,  -19,   19005,   1123,   67,   2137,   29
124.6,   24,   4005,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19012,   1123,   67,   2139,   29
124.7,   25,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18986,   1123,   67,   2142,   29
124.8,   26,   4016,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19019,   1123,   67,   2143,   29
124.9,   27,   4006,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18999,   1123,   67,   2145,   29
125,   27,   4006,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19003,   1123,   67,   2147,   29
125.1,   0,   4015,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19017,   1123,   67,   2148,   29
125.2,   1,   4018,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19016,   1123,   67,   2151,   29
125.3,   2,   4024,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19018,   1123,   67,   2153,   29
125.4,   3,   4018,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18982,   1123,   67,   2154,   29
125.5,   4,   4022,   4200,   4052,   4010,   3205,   41,   42,   26,  -20,   18971,   1123,   67,   2156,   29
125.6,   4,   4022,   4200,   4052,   4010,   3205,   41,   42,   26,  -20,   18961,   1123,   67,   2159,   29
125.7,   5,   4019,   4200,   4052,   4010,   3205,   40,   42,   26,  -19,   19011,   1123,   68,   2160,   29
125.8,   6,   4014,   4200,   4052,   4010,   3205,   43,   42,   26,  -19,   18981,   1123,   68,   2162,   29
125.9,   7,   4000,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19017,   1123,   68,   2164,   29
126,   8,   4006,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18980,   1123,   68,   2167,   29
126.1,   9,   4011,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18985,   1123,   68,   2168,   29
126.2,   9,   4011,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18998,   1123,   68,   2170,   29
126.3,   10,   4007,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   18996,   1123,   68,   2172,   29
126.4,   11,   4012,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19025,   1123,   68,   2174,   29
126.5,   12,   4041,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19005,   1123,   68,   2176,   29
126.6,   13,   4032,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18999,   1123,   68,   2178,   29
126.7,   14,   4031,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19009,   1123,   68,   2179,   29
126.8,   15,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19025,   1123,   68,   2182,   29
126.9,   15,   4020,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19025,   1123,   68,   2184,   29
127,   16,   4033,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19023,   1123,   68,   2185,   30
127.1,   17,   4024,   4200,   4052,   4010,   3205,   41,   42,   26,  -19,   19014,   1123,   68,   2187,   30
127.2,   18,   4017,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19033,   1123,   68,   2190,   30
127.3,   19,   4015,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19008,   1123,   68,   2191,   30
127.4,   20,   4011,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19022,   1123,   69,   2193,   30
127.5,   20,   4011,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18995,   1123,   69,   2195,   30
127.6,   21,   4010,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18999,   1123,   69,   2197,   30
127.7,   22,   4016,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   18995,   1123,   69,   2199,   30
127.8,   23,   4007,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19013,   1123,   69,   2201,   30
127.9,   24,   4004,   4200,   4052,   4010,   3205,   42,   42,   26,  -20,   19006,   1123,   69,   2202,   30
128,   25,   4006,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19006,   1123,   69,   2205,   30
128.1,   25,   4006,   4200,   4052,   4010,   3205,   42,   42,   26,  -19,   19002,   1123,   69,   2207,   30
